Date,Order,Unnamed: 2,Year,Month,Day,NGD,LDZ,GTP,IND,HDD,HDD-1,Rus,Workday,War,FR nuclear,DE wind,DE solar,THE price,DE IND index,EU storage,EU LNG,UK NL production,Norway sendout,African TAP,Is_Weekend_or_Holiday
2012/4/1,1,14,2012,4,1,260.4295612,127.1973755,7.23602687,125.9961588,16.26513944,15.0,290.7208,0,0,47682.0,4869.3,,24.3,96.9,44.94,1463.5,,,36.2617,1
2012/4/2,2,15,2012,4,2,270.5718106,133.4106162,11.1650356,125.9961588,14.25159363,16.26513944,295.6943105,1,0,51006.0,1087.1,,25.55,97.6090712,44.98,1958.9,,,64.5416,0
2012/4/3,3,15,2012,4,3,259.802266,120.8167532,12.98935399,125.9961588,11.84521912,14.25159363,298.9703063,1,0,50442.0,895.7,,24.55,97.61996934,45.07,2331.3,,,64.3773,0
2012/4/4,4,15,2012,4,4,252.3437672,114.7547963,11.59281211,125.9961588,12.58286853,11.84521912,304.895313,1,0,50989.0,5783.3,,24.8,97.63059769,45.15,2258.8,,,63.0718,0
2012/4/5,5,15,2012,4,5,259.333501,118.8203998,14.51694236,125.9961588,14.67111554,12.58286853,303.2650048,1,0,48934.0,2238.7,,25.025,97.64095784,45.25,2259.7,,,64.7125,0
2012/4/6,6,15,2012,4,6,244.0657814,111.8282428,6.24137976,125.9961588,15.54203187,14.67111554,303.015836,0,0,48758.0,447.8,,25.025,97.65105139,45.41,2097.1,,,69.9329,1
2012/4/7,7,15,2012,4,7,252.1702525,119.4367956,6.73729802,125.9961588,16.77808765,15.54203187,298.5115612,0,0,47601.0,10024.5,,25.025,97.66087995,45.59,1965.4,,,60.7271,1
2012/4/8,8,15,2012,4,8,253.0574617,119.2198255,7.84147742,125.9961588,18.1874502,16.77808765,295.9158459,0,0,46893.0,1168.3,,25.025,97.67044512,45.74,1981.1,,,55.8951,1
2012/4/9,9,16,2012,4,9,255.8929984,122.8207133,7.07612629,125.9961588,15.31533865,18.1874502,301.1395251,0,0,44731.0,8463.9,,25.025,97.67974849,45.87,2104.1,,,64.3008,1
2012/4/10,10,16,2012,4,10,236.2100456,99.30319985,10.91068692,125.9961588,9.550996016,15.31533865,297.2554581,1,0,47168.0,4536.2,,24.9,97.68879166,45.92,2101.9,,,79.56,0
2012/4/11,11,16,2012,4,11,222.7562279,81.22263828,15.53743076,125.9961588,12.2185259,9.550996016,305.3886449,1,0,47227.0,2943.5,,25.2,97.69757624,45.93,2189.0,,,80.1226,0
2012/4/12,12,16,2012,4,12,212.9806527,70.33212666,16.65236726,125.9961588,13.46175299,12.2185259,302.1928371,1,0,46247.0,668.4,,25.3,97.70610382,45.98,2009.9,,,81.5535,0
2012/4/13,13,16,2012,4,13,229.1616098,88.05066081,15.11479016,125.9961588,13.86055777,13.46175299,321.2066459,1,0,46413.0,1419.6,,25.6,97.71437601,46.05,1966.0,,,81.9803,0
2012/4/14,14,16,2012,4,14,210.8576967,79.25692961,5.60460826,125.9961588,13.16494024,13.86055777,307.9571381,0,0,45213.0,3933.6,,25.6,97.72239441,46.17,1757.1,,,74.1648,1
2012/4/15,15,16,2012,4,15,201.900922,69.94349253,5.96127067,125.9961588,13.11832669,13.16494024,289.4225572,0,0,44579.0,6775.7,,25.6,97.73016061,46.3,1943.8,,,66.4651,1
2012/4/16,16,17,2012,4,16,222.4386936,84.03135447,12.41118035,125.9961588,15.34541833,13.11832669,297.2181303,1,0,45930.0,5617.8,,25.05,97.73767621,46.31,1964.8,,,77.721,0
2012/4/17,17,17,2012,4,17,234.7370096,97.17203995,11.56881084,125.9961588,15.32948207,15.34541833,303.7076128,1,0,45932.0,2987.8,,25.0,97.74494282,46.29,1922.8,,,81.8212,0
2012/4/18,18,17,2012,4,18,226.6827297,88.60997253,12.0765983,125.9961588,12.91772908,15.32948207,306.944716,1,0,45361.0,3928.6,,24.75,97.75196203,46.27,1792.8,,,81.5378,0
2012/4/19,19,17,2012,4,19,207.6588559,71.79528657,9.86741046,125.9961588,11.15358566,12.91772908,312.7316405,1,0,46591.0,3819.4,,25.2,97.75873546,46.27,1586.4,,,82.2903,0
2012/4/20,20,17,2012,4,20,212.6608024,73.20885222,13.45579133,125.9961588,11.94003984,11.15358566,310.7750353,1,0,45107.0,1636.3,,25.1,97.76526468,46.32,1608.7,,,79.2563,0
2012/4/21,21,17,2012,4,21,208.1436512,76.21992859,5.92756375,125.9961588,12.19163347,11.94003984,315.4332988,0,0,44931.0,3593.4,,25.1,97.77155131,46.47,1727.8,,,67.5999,1
2012/4/22,22,17,2012,4,22,207.4781223,74.96364915,6.5183143,125.9961588,13.12111554,12.19163347,296.0290487,0,0,43767.0,3103.0,,25.1,97.77759695,46.65,1727.9,,,62.6744,1
2012/4/23,23,18,2012,4,23,201.5488606,62.76973442,12.78296739,125.9961588,12.48964143,13.12111554,303.9450787,1,0,45272.0,2851.0,,25.1,97.78340319,46.76,1861.4,,,76.0989,0
2012/4/24,24,18,2012,4,24,207.5263689,66.7312579,14.79895214,125.9961588,12.02928287,12.48964143,303.6160915,1,0,45370.0,2762.3,,24.7,97.78897164,46.87,1924.2,,,79.5038,0
2012/4/25,25,18,2012,4,25,200.2980278,65.9525232,8.34934576,125.9961588,10.00039841,12.02928287,294.9380642,1,0,44311.0,7766.7,,24.6,97.7943039,47.04,1898.3,,,72.046,0
2012/4/26,26,18,2012,4,26,190.1329242,56.78809233,7.34867306,125.9961588,6.39123506,10.00039841,291.9031754,1,0,44891.0,6751.9,,24.7,97.79940156,47.22,1880.7,,,75.4929,0
2012/4/27,27,18,2012,4,27,181.1180827,47.71267135,7.40925249,125.9961588,4.288645418,6.39123506,283.4035547,1,0,42957.0,5569.5,,24.75,97.80426623,47.43,2024.6,,,75.0995,0
2012/4/28,28,18,2012,4,28,163.0139383,32.08249712,4.9352824,125.9961588,1.447410359,4.288645418,280.5091585,0,0,41014.0,4002.7,,24.75,97.8088995,47.76,1993.9,,,62.6312,1
2012/4/29,29,18,2012,4,29,159.9841282,29.20876596,4.77920342,125.9961588,1.728884462,1.447410359,284.8419887,0,0,40796.0,3730.2,,24.75,97.81330298,48.12,1844.1,,,53.948,1
2012/4/30,30,19,2012,4,30,144.4773356,14.12040814,4.3607686,125.9961588,1.586055777,1.728884462,291.1410528,1,0,41190.0,629.4,,25.4,97.81747827,48.38,1836.8,,,69.9695,0
2012/5/1,31,19,2012,5,1,157.8245878,43.15224635,4.87650256,109.7958389,2.129058116,1.586055777,272.9761506,0,0,40910.0,2687.1,,25.4,98.5,48.69,1693.1,,,53.2887,1
2012/5/2,32,19,2012,5,2,179.1638956,57.83353916,11.53451755,109.7958389,2.618637275,2.129058116,280.5203746,1,0,44233.0,2101.0,,25.4,97.82515066,48.94,1685.5,,,64.7251,0
2012/5/3,33,19,2012,5,3,170.3838109,49.07826449,11.50970748,109.7958389,6.043887776,2.618637275,281.0706095,1,0,43821.0,1793.6,,25.15,97.82865097,49.18,1638.5,,,68.0372,0
2012/5/4,34,19,2012,5,4,176.9934716,62.15166543,5.04596725,109.7958389,5.350901804,6.043887776,283.2549057,1,0,41822.0,2173.8,,25.2,97.83192948,49.47,1591.0,,,67.7053,0
2012/5/5,35,19,2012,5,5,182.8070088,65.97429084,7.03687907,109.7958389,9.778557114,5.350901804,271.9412049,0,0,40587.0,1945.5,,25.2,97.8349878,49.77,1472.4,,,56.4407,1
2012/5/6,36,19,2012,5,6,193.6654868,77.67271195,6.19693597,109.7958389,11.67374749,9.778557114,273.1095915,0,0,41212.0,1772.8,,25.2,97.83782753,50.05,1370.8,,,50.3694,1
2012/5/7,37,20,2012,5,7,181.1541011,63.13076276,8.22749942,109.7958389,10.76332665,11.67374749,278.8591718,1,0,40883.0,269.8,,25.4,97.84045027,50.27,1575.3,,,67.8673,0
2012/5/8,38,20,2012,5,8,161.2010613,46.06060424,5.34461817,109.7958389,6.392985972,10.76332665,265.9482231,1,0,39885.0,5191.7,,24.9,97.84285761,50.53,1484.5,,,64.2978,0
2012/5/9,39,20,2012,5,9,148.9164914,31.42130218,7.69935032,109.7958389,1.933466934,6.392985972,252.1286781,1,0,39933.0,5691.7,,25.0,97.84505116,50.82,1584.9,,,65.8286,0
2012/5/10,40,20,2012,5,10,138.8279889,23.38695999,5.64519001,109.7958389,0.230460922,1.933466934,254.7841013,1,0,40273.0,4556.3,,24.8,97.84703251,51.12,1539.8,,,64.1713,0
2012/5/11,41,20,2012,5,11,146.5490178,31.60926541,5.14391343,109.7958389,0.508416834,0.230460922,269.6516431,1,0,40792.0,8227.8,,25.3,97.84880327,51.43,1602.1,,,63.9935,0
2012/5/12,42,20,2012,5,12,164.9302627,48.15157287,6.98285095,109.7958389,10.22665331,0.508416834,275.1736263,0,0,38743.0,7375.2,,25.3,97.85036504,51.72,1425.1,,,53.7532,1
2012/5/13,43,20,2012,5,13,180.4170839,64.6033985,6.01784652,109.7958389,12.51563126,10.22665331,281.0041511,0,0,40560.0,5042.4,,25.3,97.85171942,52.02,1463.7,,,46.9059,1
2012/5/14,44,21,2012,5,14,172.4743204,56.83005917,5.84842227,109.7958389,10.50681363,12.51563126,288.8745677,1,0,39870.0,1658.4,,25.15,97.85286801,52.25,1765.4,,,57.095,0
2012/5/15,45,21,2012,5,15,180.4145008,62.77773036,7.84093148,109.7958389,11.21282565,10.50681363,254.550285,1,0,40110.0,4778.2,,24.8,97.8538124,52.46,1647.0,,,62.3137,0
2012/5/16,46,21,2012,5,16,208.8984703,91.11631732,7.98631402,109.7958389,13.21242485,11.21282565,256.5202816,1,0,41104.0,12830.1,,24.85,97.8545542,52.64,1664.3,,,63.4293,0
2012/5/17,47,21,2012,5,17,186.20141,70.60885165,5.79671947,109.7958389,12.14368737,13.21242485,254.2835513,0,0,40501.0,3489.1,,24.65,97.85509501,52.9,1519.6,,,70.6203,1
2012/5/18,48,21,2012,5,18,162.8253492,47.69799475,5.33151555,109.7958389,8.048096192,12.14368737,247.4779158,1,0,40869.0,5875.3,,23.95,97.85543643,53.19,1501.1,,,74.4415,0
2012/5/19,49,21,2012,5,19,136.5392187,23.17525946,3.56812033,109.7958389,1.323446894,8.048096192,234.0721914,0,0,39060.0,928.9,,23.95,97.85558005,53.56,1467.3,,,48.3056,1
2012/5/20,50,21,2012,5,20,146.6710552,33.44362205,3.43159419,109.7958389,0.375751503,1.323446894,235.6135069,0,0,38016.0,2042.7,,23.95,97.85552748,53.91,1365.6,,,40.5365,1
2012/5/21,51,22,2012,5,21,177.7477918,62.04177845,5.91017447,109.7958389,0.430861723,0.375751503,237.4648208,1,0,38418.0,2393.0,,23.78,97.85528032,54.2,1472.0,,,64.8665,0
2012/5/22,52,22,2012,5,22,170.8315085,53.95737973,7.07828984,109.7958389,0.646092184,0.430861723,229.6055478,1,0,38268.0,4407.8,,24.1,97.85484017,54.51,1521.9,,,66.6022,0
2012/5/23,53,22,2012,5,23,155.0587463,38.42893702,6.83397033,109.7958389,0.369338677,0.646092184,216.1977973,1,0,38804.0,4214.1,,23.85,97.85420863,54.8,1603.0,,,66.4058,0
2012/5/24,54,22,2012,5,24,156.4243024,40.81318198,5.81528152,109.7958389,0.486773547,0.369338677,221.1944684,1,0,38314.0,5849.6,,23.55,97.8533873,55.14,1653.0,,,70.786,0
2012/5/25,55,22,2012,5,25,149.0519024,34.88455799,4.37150548,109.7958389,1.265731463,0.486773547,213.8139671,1,0,38197.0,4332.5,,23.2,97.85237777,55.49,1572.0,,,63.0932,0
2012/5/26,56,22,2012,5,26,140.2321956,25.80237403,4.63398264,109.7958389,1.368537074,1.265731463,202.3849447,0,0,36916.0,2823.0,,23.2,97.85118165,55.89,1473.2,,,41.055,1
2012/5/27,57,22,2012,5,27,134.4782297,19.90686745,4.77552336,109.7958389,1.535671343,1.368537074,201.2982135,0,0,33632.0,422.6,,23.2,97.84980054,56.29,1324.0,,,32.1955,1
2012/5/28,58,23,2012,5,28,134.6852535,20.14389782,4.74551673,109.7958389,0.728456914,1.535671343,202.5733957,0,0,34688.0,1146.0,,23.8,97.84823604,56.66,1454.3,,,58.9154,1
2012/5/29,59,23,2012,5,29,148.4603153,33.14125407,5.52322235,109.7958389,1.849498998,0.728456914,206.4177295,1,0,34912.0,1079.4,,24.15,97.84648975,56.98,1500.5,,,57.8828,0
2012/5/30,60,23,2012,5,30,140.7925647,24.75852061,6.2382052,109.7958389,3.50501002,1.849498998,197.5408018,1,0,34886.0,1706.6,,23.6,97.84456327,57.32,1507.8,,,58.4453,0
2012/5/31,61,23,2012,5,31,155.2033956,35.6976002,9.70995652,109.7958389,3.451903808,3.50501002,196.6530131,1,0,35344.0,756.9,,23.65,97.8424582,57.6,1620.3,,,65.3348,0
2012/6/1,62,23,2012,6,1,154.6223253,48.55360182,6.64853176,99.42019174,6.616533865,3.451903808,204.2446003,1,0,35156.0,14080.1,,24.1,97.6,58.02,1511.1,,,53.766,0
2012/6/2,63,23,2012,6,2,153.8480762,48.5928075,5.835077,99.42019174,6.911155378,6.616533865,193.9995407,0,0,35424.0,6301.4,,24.1,97.83771868,58.4,1453.4,,,38.964,1
2012/6/3,64,23,2012,6,3,154.9338077,49.57096799,5.94264795,99.42019174,7.422709163,6.911155378,197.8917199,0,0,35675.0,2051.8,,24.1,97.83508743,58.76,1530.0,,,35.7871,1
2012/6/4,65,24,2012,6,4,183.3519914,77.59522364,6.33657601,99.42019174,8.138247012,7.422709163,204.8877275,1,0,36555.0,2538.2,,24.1,97.83228399,59.08,1620.2,,,55.3134,0
2012/6/5,66,24,2012,6,5,181.0645239,77.18124988,4.46308232,99.42019174,9.98625498,8.138247012,215.5833347,1,0,37509.0,560.2,,24.1,97.82930997,59.39,1627.7,,,56.3851,0
2012/6/6,67,24,2012,6,6,155.8964309,50.42466551,6.05157365,99.42019174,8.217928287,9.98625498,218.1909106,1,0,38506.0,1282.3,,24.0,97.82616695,59.67,1675.4,,,56.798,0
2012/6/7,68,24,2012,6,7,151.8428918,46.74198332,5.68071673,99.42019174,0.960358566,8.217928287,209.8960717,1,0,37966.0,1106.7,,24.15,97.82285654,59.99,1619.9,,,52.6319,0
2012/6/8,69,24,2012,6,8,130.8599665,27.3613799,4.07839486,99.42019174,1.106573705,0.960358566,205.1734327,1,0,38121.0,4603.2,,24.2,97.81938034,60.35,1555.4,,,53.4801,0
2012/6/9,70,24,2012,6,9,131.9137442,28.57445161,3.91910088,99.42019174,4.105378486,1.106573705,202.7179382,0,0,38395.0,3750.2,,24.2,97.81573995,60.73,1415.5,,,37.6271,1
2012/6/10,71,24,2012,6,10,143.4832677,39.22774156,4.83533443,99.42019174,5.379083665,4.105378486,200.2628397,0,0,36924.0,4101.9,,24.2,97.81193697,61.12,1401.8,,,39.6531,1
2012/6/11,72,25,2012,6,11,163.6161483,55.49021123,8.7057453,99.42019174,5.216135458,5.379083665,195.8136559,1,0,38773.0,568.3,,24.05,97.807973,61.42,1583.6,,,55.4201,0
2012/6/12,73,25,2012,6,12,159.2064045,49.28170731,10.50450548,99.42019174,4.875896414,5.216135458,205.9904847,1,0,38613.0,1707.3,,24.1,97.80384964,61.7,1591.8,,,60.1078,0
2012/6/13,74,25,2012,6,13,154.7817906,46.62574586,8.73585304,99.42019174,6.831075697,4.875896414,210.1166564,1,0,38546.0,3644.9,,24.35,97.79956849,61.94,1519.7,,,52.8335,0
2012/6/14,75,25,2012,6,14,155.5100449,47.04301491,9.04683823,99.42019174,6.948406375,6.831075697,211.5068825,1,0,38378.0,845.7,,24.1,97.79513115,62.21,1449.2,,,54.0519,0
2012/6/15,76,25,2012,6,15,146.4698796,41.59523407,5.45445377,99.42019174,1.680677291,6.948406375,205.6165427,1,0,38447.0,4345.7,,24.0,97.79053922,62.51,1358.5,,,53.2519,0
2012/6/16,77,25,2012,6,16,128.5620563,23.65623136,5.48563317,99.42019174,0.739243028,1.680677291,193.086542,0,0,36798.0,5161.9,,24.0,97.7857943,62.85,1282.4,,,38.7601,1
2012/6/17,78,25,2012,6,17,127.3132476,22.60436647,5.28868937,99.42019174,0.743824701,0.739243028,188.8187591,0,0,36594.0,8672.6,,24.0,97.78089799,63.19,1233.0,,,34.7293,1
2012/6/18,79,26,2012,6,18,137.7887383,33.51551956,4.85302702,99.42019174,0.394023904,0.743824701,182.5969771,1,0,38497.0,3110.1,,23.95,97.7758519,63.44,1372.2,,,57.2115,0
2012/6/19,80,26,2012,6,19,133.4303973,27.53649685,6.47370875,99.42019174,0.558964143,0.394023904,185.5944319,1,0,38258.0,1463.2,,23.6,97.77065761,63.68,1386.1,,,59.1595,0
2012/6/20,81,26,2012,6,20,131.3293535,22.75924149,9.14992031,99.42019174,0.327290837,0.558964143,190.3408353,1,0,37236.0,1764.8,,23.95,97.76531673,63.92,1394.8,,,59.66,0
2012/6/21,82,26,2012,6,21,141.0797541,32.40617574,9.25338658,99.42019174,0.897211155,0.327290837,190.2291376,1,0,36457.0,2564.3,,24.1,97.75983086,64.17,1299.6,,,63.6282,0
2012/6/22,83,26,2012,6,22,131.6741792,27.28477574,4.96921173,99.42019174,0.829282869,0.897211155,189.6465886,1,0,34896.0,6622.7,,23.85,97.75420161,64.44,1237.7,,,55.5186,0
2012/6/23,84,26,2012,6,23,132.9732762,27.81011002,5.74297443,99.42019174,1.15438247,0.829282869,188.4491291,0,0,35556.0,4577.4,,23.85,97.74843056,64.78,1208.3,,,39.637,1
2012/6/24,85,26,2012,6,24,133.0051873,27.93024144,5.65475412,99.42019174,2.721912351,1.15438247,185.5364129,0,0,35630.0,3796.5,,23.85,97.74251933,65.12,1223.7,,,34.3735,1
2012/6/25,86,27,2012,6,25,162.4272627,54.94224224,8.06482868,99.42019174,5.135059761,2.721912351,198.2931743,1,0,36720.0,14853.6,,24.125,97.73646951,65.46,1411.0,,,58.2293,0
2012/6/26,87,27,2012,6,26,153.8486463,47.43743469,6.99101987,99.42019174,4.415936255,5.135059761,193.0771521,1,0,36662.0,10924.8,,23.93,97.73028269,65.71,1399.8,,,59.8886,0
2012/6/27,88,27,2012,6,27,150.4562399,42.24871473,8.78733342,99.42019174,1.969721116,4.415936255,190.0699776,1,0,36589.0,3339.9,,24.1,97.72396049,65.95,1417.2,,,65.7164,0
2012/6/28,89,27,2012,6,28,132.9195178,23.27264476,10.22668126,99.42019174,0.109760956,1.969721116,194.1873249,1,0,36516.0,881.2,,23.85,97.7175045,66.18,1524.9,,,59.7149,0
2012/6/29,90,27,2012,6,29,131.4004915,24.21685167,7.76344804,99.42019174,0.037649402,0.109760956,193.3883055,1,0,36842.0,1180.6,,24.6,97.71091632,66.48,1481.2,,,53.2126,0
2012/6/30,91,27,2012,6,30,118.6618465,13.3085507,5.93310406,99.42019174,0.028486056,0.037649402,182.9117718,0,0,36484.0,1086.7,,24.6,97.70419756,66.85,1396.0,,,35.8495,1
2012/7/1,92,27,2012,7,1,126.0909272,23.34663946,5.36237142,97.38191631,0.36184739,0.028486056,227.8753021,0,0,36961.0,2944.2,,24.6,98.3,67.15,1089.4,,,37.1848,1
2012/7/2,93,28,2012,7,2,133.6579517,27.63026295,8.64577248,97.38191631,1.514056225,0.36184739,237.8907008,1,0,37950.0,2046.3,,24.5,97.69037466,67.45,1386.6,,,60.0531,0
2012/7/3,94,28,2012,7,3,138.9240654,32.49280352,9.04934552,97.38191631,0.272690763,1.514056225,250.2204444,1,0,38596.0,665.6,,24.5,97.68327372,67.69,1408.6,,,57.655,0
2012/7/4,95,28,2012,7,4,130.0308291,24.50195007,8.14696274,97.38191631,0.113654618,0.272690763,231.3960702,1,0,38040.0,553.4,,24.9,97.6760486,67.94,1393.1,,,58.5411,0
2012/7/5,96,28,2012,7,5,112.5516664,8.05860256,7.11114751,97.38191631,0.084337349,0.113654618,231.4620804,1,0,38342.0,2733.4,,25.08,97.6687009,68.19,1332.1,,,55.8854,0
2012/7/6,97,28,2012,7,6,117.2363387,12.57744981,7.27697258,97.38191631,0.134738956,0.084337349,234.9137685,1,0,37370.0,2156.9,,25.25,97.6612322,68.47,1422.0,,,53.8159,0
2012/7/7,98,28,2012,7,7,109.8927755,6.71879032,5.79206884,97.38191631,0.1562249,0.134738956,230.0419724,0,0,38021.0,657.7,,25.25,97.65364411,68.82,1164.3,,,42.989,1
2012/7/8,99,28,2012,7,8,112.8191687,9.35722907,6.08002333,97.38191631,0.212650602,0.1562249,232.117469,0,0,37833.0,3265.9,,25.25,97.64593824,69.17,1154.1,,,37.2331,1
2012/7/9,100,29,2012,7,9,131.8449169,28.03949832,6.42350223,97.38191631,0.359839357,0.212650602,224.04597,1,0,38960.0,10066.5,,25.65,97.63811618,69.43,1337.9,,,51.5349,0
2012/7/10,101,29,2012,7,10,129.062648,25.30737536,6.37335637,97.38191631,0.297188755,0.359839357,223.8406634,1,0,39646.0,3967.6,,24.8,97.63017953,69.62,1417.2,,,53.0487,0
2012/7/11,102,29,2012,7,11,137.7386897,35.58412127,4.77265211,97.38191631,1.510240964,0.297188755,210.7973541,1,0,38920.0,2326.7,,24.5,97.62212989,69.82,1373.8,,,54.0965,0
2012/7/12,103,29,2012,7,12,139.5884904,35.06264981,7.14392429,97.38191631,5.321686747,1.510240964,213.8029556,1,0,40868.0,9141.0,,24.6,97.61396887,70.06,1397.4,,,61.6896,0
2012/7/13,104,29,2012,7,13,141.1226485,36.09702764,7.64370459,97.38191631,4.452008032,5.321686747,254.800859,1,0,38940.0,3648.5,,24.6,97.60569806,70.32,1348.6,,,61.2305,0
2012/7/14,105,29,2012,7,14,138.0731388,34.24606451,6.44515796,97.38191631,2.188554217,4.452008032,244.351475,0,0,37878.0,10940.5,,24.6,97.59731906,70.66,1123.4,,,44.3413,1
2012/7/15,106,29,2012,7,15,125.9195921,22.0275911,6.51008471,97.38191631,4.340160643,2.188554217,242.7703634,0,0,38498.0,2153.4,,24.6,97.58883347,71.02,1105.6,,,33.7386,1
2012/7/16,107,30,2012,7,16,147.6198363,41.95663513,8.28128489,97.38191631,4.710040161,4.340160643,251.3089023,1,0,39180.0,7909.9,,24.6,97.5802429,71.31,1249.6,,,53.5808,0
2012/7/17,108,30,2012,7,17,132.1841082,27.92383842,6.87835346,97.38191631,1.514859438,4.710040161,252.4029901,1,0,39669.0,6999.1,,24.35,97.57154894,71.58,1327.3,,,60.8868,0
2012/7/18,109,30,2012,7,18,130.6580497,28.47899472,4.79713865,97.38191631,0.344176707,1.514859438,259.1600905,1,0,39196.0,4924.1,,24.35,97.56275319,71.85,1436.9,,,52.4916,0
2012/7/19,110,30,2012,7,19,136.071296,29.0550059,9.63437377,97.38191631,1.081927711,0.344176707,258.3663366,1,0,39916.0,4156.0,,24.1,97.55385726,72.12,1397.1,,,50.1115,0
2012/7/20,111,30,2012,7,20,134.690228,29.286107,8.02220471,97.38191631,3.659839357,1.081927711,262.8428294,1,0,39165.0,7610.0,,24.25,97.54486273,72.4,1273.5,,,54.7129,0
2012/7/21,112,30,2012,7,21,140.3501841,36.56035525,6.40791253,97.38191631,6.070481928,3.659839357,263.7928345,0,0,37891.0,2252.9,,24.25,97.53577122,72.73,1176.1,,,32.3681,1
2012/7/22,113,30,2012,7,22,136.7823528,32.95835202,6.44208451,97.38191631,5.369678715,6.070481928,252.8530706,0,0,38867.0,1022.8,,24.25,97.52658433,73.09,1198.9,,,32.455,1
2012/7/23,114,31,2012,7,23,126.5629924,24.81498957,4.36608649,97.38191631,0.824096386,5.369678715,262.917088,1,0,38395.0,2465.5,,24.025,97.51730365,73.38,1315.1,,,52.7253,0
2012/7/24,115,31,2012,7,24,132.0721379,29.05467652,5.63554502,97.38191631,0.043574297,0.824096386,245.3154793,1,0,38573.0,1175.0,,24.0,97.50793078,73.65,1310.3,,,62.2792,0
2012/7/25,116,31,2012,7,25,130.4712833,25.08685661,8.00251033,97.38191631,0.08815261,0.043574297,250.6813731,1,0,38852.0,1152.8,,23.95,97.49846732,73.9,1503.0,,,46.6357,0
2012/7/26,117,31,2012,7,26,123.5505019,17.95736339,8.21122223,97.38191631,0.060843373,0.08815261,239.4071316,1,0,37900.0,869.0,,23.95,97.48891488,74.22,1624.7,,,63.9174,0
2012/7/27,118,31,2012,7,27,115.2019185,10.82787017,6.99213198,97.38191631,0.036345382,0.060843373,238.0417338,1,0,37016.0,1835.3,,24.0,97.47927505,74.55,1637.3,,,55.5408,0
2012/7/28,119,31,2012,7,28,121.6637392,19.68005088,4.60177201,97.38191631,0.080120482,0.036345382,234.8369274,0,0,38935.0,1182.4,,24.0,97.46954943,72.97,1386.9,,,24.5654,1
2012/7/29,120,31,2012,7,29,121.3333677,19.2131128,4.73833859,97.38191631,0.647590361,0.080120482,224.0145143,0,0,39584.0,1330.7,,24.0,97.45973963,73.32,1330.3,,,19.5699,1
2012/7/30,121,32,2012,7,30,128.9545693,28.42139031,3.15126268,97.38191631,2.384136546,0.647590361,225.167963,1,0,40122.0,1854.0,,24.0,97.44984725,73.71,1530.3,,,38.748,0
2012/7/31,122,32,2012,7,31,128.1330294,26.53059113,4.22052196,97.38191631,1.047188755,2.384136546,230.5604765,1,0,40442.0,1528.9,,24.35,97.43987387,74.03,1801.5,,,25.5232,0
2012/8/1,123,32,2012,8,1,117.561295,15.70413415,3.18422144,98.67293944,0.065731463,1.047188755,218.7224546,1,0,38876.0,1193.1,,23.9,98.3,74.32,1786.2,,,30.3098,0
2012/8/2,124,32,2012,8,2,115.0996717,11.58343108,4.84330115,98.67293944,0.069539078,0.065731463,221.3805348,1,0,39777.0,5508.7,,23.3,97.41969057,74.64,1809.2,,,33.1825,0
2012/8/3,125,32,2012,8,3,108.9417555,5.61956725,4.64924882,98.67293944,0.127054108,0.069539078,221.284965,1,0,38258.0,840.4,,23.7,97.40948384,74.99,1795.1,,,31.9206,0
2012/8/4,126,32,2012,8,4,108.8371633,5.33079016,4.83343374,98.67293944,0.101603206,0.127054108,216.7937988,0,0,36259.0,821.3,,23.7,97.39920252,75.35,1587.2,,,27.0294,1
2012/8/5,127,32,2012,8,5,112.9662321,9.44807055,4.84522206,98.67293944,0.086573146,0.101603206,212.1575563,0,0,35590.0,1232.6,,23.7,97.38884822,75.72,1637.6,,,27.2339,1
2012/8/6,128,33,2012,8,6,106.4589721,3.99346918,3.79256348,98.67293944,0.380761523,0.086573146,214.132618,1,0,36774.0,4413.9,,23.4,97.37842253,76.05,1847.5,,,25.1366,0
2012/8/7,129,33,2012,8,7,120.5069719,18.08480067,3.74923179,98.67293944,0.854509018,0.380761523,215.9629089,1,0,37270.0,10946.2,,23.4,97.36792706,76.37,1839.3,,,27.3564,0
2012/8/8,130,33,2012,8,8,116.4894428,14.22553436,3.59096904,98.67293944,0.757915832,0.854509018,217.0810764,1,0,38548.0,4374.5,,24.0,97.3573634,76.66,1721.4,,,32.714,0
2012/8/9,131,33,2012,8,9,116.5943531,13.02883612,4.89257754,98.67293944,0.669739479,0.757915832,226.5621583,1,0,38651.0,2115.5,,24.05,97.34673315,76.96,1640.4,,,30.4693,0
2012/8/10,132,33,2012,8,10,122.8371572,20.35392128,3.81029651,98.67293944,1.989178357,0.669739479,229.7114694,1,0,38756.0,2650.7,,24.5,97.33603792,77.3,1650.7,,,30.6929,0
2012/8/11,133,33,2012,8,11,115.9245507,13.64553782,3.60607346,98.67293944,2.163326653,1.989178357,225.6184817,0,0,35997.0,3066.0,,24.5,97.32527931,77.65,1437.5,,,25.0828,1
2012/8/12,134,33,2012,8,12,125.6842639,23.15029573,3.86102875,98.67293944,1.303006012,2.163326653,214.6715238,0,0,36690.0,3145.0,,24.5,97.31445891,77.99,1284.0,,,25.2969,1
2012/8/13,135,34,2012,8,13,119.0456773,15.38983713,4.98290074,98.67293944,0.606412826,1.303006012,217.9887028,1,0,37205.0,3424.2,,24.75,97.30357832,78.3,1423.8,,,30.7097,0
